id,name,entries,date,time,record_identifier,status,lat,lon,vmax,pres,34ne,34se,34sw,34nw,50ne,50se,50sw,50nw,64ne,64se,64sw,64nw,rmax
AL092020,ISAIAS,36,20200804,310,L,HU,33.9,-78.5,80,986,110,110,40,60,50,50,30,30,20,20,20,0,25.0
AL092020,ISAIAS,36,20200804,600,,TS,35.0,-78.1,60,992,110,120,40,40,50,50,0,0,0,0,0,0,
AL092020,ISAIAS,36,20200804,1200,,TS,37.7,-76.8,60,993,110,120,40,40,60,60,0,0,0,0,0,0,
AL092020,ISAIAS,36,20200804,1800,,TS,40.9,-75.1,55,994,110,150,40,40,60,80,0,0,0,0,0,0,
AL092020,ISAIAS,36,20200805,0,,EX,44.0,-73.1,45,998,60,150,0,0,0,0,0,0,0,0,0,0,
AL092020,ISAIAS,36,20200805,600,,EX,46.7,-71.8,35,1000,90,90,0,0,0,0,0,0,0,0,0,0,
AL122020,KYLE,7,20200814,1200,,TS,36.6,-74.2,35,1008,0,90,0,0,0,0,0,0,0,0,0,0,
AL122020,KYLE,7,20200814,1800,,TS,37.4,-72.6,35,1007,0,90,0,0,0,0,0,0,0,0,0,0,
AL122020,KYLE,7,20200815,0,,TS,38.0,-71.0,40,1005,0,90,0,0,0,0,0,0,0,0,0,0,
AL122020,KYLE,7,20200815,600,,TS,38.4,-69.1,45,1003,70,70,0,0,0,0,0,0,0,0,0,0,
AL122020,KYLE,7,20200815,1200,,TS,38.8,-66.7,45,1000,70,70,0,0,0,0,0,0,0,0,0,0,
AL132020,LAURA,42,20200825,1800,,HU,24.1,-87.5,70,990,150,140,60,90,60,60,20,40,40,0,0,0,
AL132020,LAURA,42,20200826,0,,HU,24.9,-88.9,75,983,150,140,60,90,60,60,30,60,40,40,0,40,
AL132020,LAURA,42,20200826,600,,HU,25.6,-90.2,90,978,150,140,60,90,100,90,30,60,60,50,20,40,
AL132020,LAURA,42,20200826,1200,,HU,26.4,-91.4,100,963,160,140,70,90,100,90,30,60,60,50,20,40,
AL132020,LAURA,42,20200826,1800,,HU,27.3,-92.5,120,952,180,150,80,100,90,90,50,60,50,50,30,40,
AL132020,LAURA,42,20200827,0,,HU,28.5,-93.0,130,937,160,150,80,100,90,90,50,60,50,50,30,40,
AL132020,LAURA,42,20200827,600,L,HU,29.8,-93.3,130,939,120,150,80,80,60,70,40,40,40,50,30,30,15.0
AL132020,LAURA,42,20200827,1200,,HU,31.2,-93.3,85,970,80,120,50,60,50,40,30,30,30,30,15,20,
AL132020,LAURA,42,20200827,1800,,TS,32.8,-92.9,55,988,80,80,30,40,30,30,0,0,0,0,0,0,
AL132020,LAURA,42,20200828,0,,TS,34.4,-92.5,35,993,80,80,30,40,0,0,0,0,0,0,0,0,
AL132020,LAURA,42,20200828,600,,TD,35.4,-92.0,25,998,0,0,0,0,0,0,0,0,0,0,0,0,
AL132020,LAURA,42,20200828,1200,,TD,36.1,-91.2,25,1000,0,0,0,0,0,0,0,0,0,0,0,0,
AL132020,LAURA,42,20200828,1800,,TD,37.0,-90.0,25,1003,0,0,0,0,0,0,0,0,0,0,0,0,
AL132020,LAURA,42,20200829,0,,TD,37.5,-88.0,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,
AL132020,LAURA,42,20200829,600,,LO,38.3,-84.8,20,1004,0,0,0,0,0,0,0,0,0,0,0,0,
AL142020,MARCO,21,20200823,1200,,HU,24.3,-87.2,65,991,70,60,20,40,30,30,0,20,15,15,0,0,
AL142020,MARCO,21,20200823,1800,,HU,25.3,-87.4,65,992,90,70,30,60,30,30,0,20,15,15,0,0,
AL142020,MARCO,21,20200824,0,,TS,26.4,-87.6,55,997,90,50,30,50,30,30,0,20,0,0,0,0,
AL142020,MARCO,21,20200824,600,,TS,27.3,-87.9,50,1003,90,30,0,40,30,0,0,0,0,0,0,0,
AL142020,MARCO,21,20200824,1200,,TS,28.1,-88.3,45,1006,90,30,0,0,0,0,0,0,0,0,0,0,
AL142020,MARCO,21,20200824,1800,,TS,28.7,-88.6,40,1007,70,0,0,0,0,0,0,0,0,0,0,0,
AL142020,MARCO,21,20200825,0,,TS,28.9,-89.3,35,1006,70,0,0,0,0,0,0,0,0,0,0,0,
AL142020,MARCO,21,20200825,600,,LO,28.7,-90.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL142020,MARCO,21,20200825,1200,,LO,28.6,-91.4,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL142020,MARCO,21,20200825,1800,,LO,29.1,-92.3,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200830,1800,,LO,30.2,-80.7,25,1011,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200831,0,,LO,30.2,-79.4,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200831,600,,TD,30.6,-78.2,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200831,1200,,TD,31.5,-77.4,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200831,1800,,TD,32.2,-76.9,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200901,0,,TD,32.9,-76.2,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200901,600,,TD,33.8,-75.0,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200901,1200,,TS,34.6,-73.7,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200901,1800,,TS,35.2,-72.2,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200902,0,,TS,35.8,-70.7,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200902,600,,TS,36.1,-69.3,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
AL152020,OMAR,27,20200902,1200,,TS,36.2,-68.0,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200911,1800,,TD,25.4,-78.6,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200912,0,,TD,25.6,-79.4,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200912,600,L,TD,25.6,-80.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200912,1200,,TS,25.5,-80.8,35,1003,60,60,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200912,1800,,TS,25.6,-81.6,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200913,0,,TS,26.0,-82.5,35,1003,30,80,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200913,600,,TS,26.7,-83.5,45,1001,50,80,0,20,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200913,1200,,TS,27.2,-84.5,50,996,70,90,0,30,30,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200913,1800,,TS,27.6,-85.4,50,996,80,100,0,50,30,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200914,0,,TS,27.9,-86.0,50,996,90,100,0,70,30,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200914,600,,TS,28.2,-86.5,55,996,100,110,20,100,40,30,0,30,0,0,0,0,
AL192020,SALLY,28,20200914,1200,,HU,28.4,-86.9,65,991,110,110,20,100,50,30,0,30,20,0,0,0,
AL192020,SALLY,28,20200914,1800,,HU,28.6,-87.3,75,986,110,110,30,90,60,30,0,30,30,15,0,15,
AL192020,SALLY,28,20200915,0,,HU,28.7,-87.7,75,986,110,110,30,90,70,40,0,30,35,20,0,15,
AL192020,SALLY,28,20200915,600,,HU,28.8,-88.0,70,984,110,110,40,90,70,40,0,30,40,25,0,20,
AL192020,SALLY,28,20200915,1200,,HU,29.0,-88.1,70,982,110,110,50,90,70,40,0,40,40,25,0,25,
AL192020,SALLY,28,20200915,1800,,HU,29.3,-88.1,70,981,110,110,60,80,70,40,0,40,40,20,0,25,
AL192020,SALLY,28,20200916,0,,HU,29.6,-88.0,75,975,110,110,70,80,70,40,30,50,35,20,20,25,
AL192020,SALLY,28,20200916,600,,HU,29.9,-87.9,95,967,100,110,80,80,70,40,30,50,35,20,20,25,
AL192020,SALLY,28,20200916,945,L,HU,30.3,-87.7,95,965,90,110,80,70,70,40,30,50,35,20,20,25,15.0
AL192020,SALLY,28,20200916,1200,,HU,30.5,-87.6,85,967,80,130,80,60,60,40,30,40,30,25,20,20,
AL192020,SALLY,28,20200916,1800,,TS,31.1,-87.2,60,982,70,150,80,50,40,30,30,20,0,0,0,0,
AL192020,SALLY,28,20200917,0,,TS,31.6,-86.7,35,994,60,90,80,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200917,600,,TD,32.1,-86.1,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200917,1200,,EX,32.6,-85.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200917,1800,,EX,33.2,-83.8,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200918,0,,EX,33.7,-82.3,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
AL192020,SALLY,28,20200918,600,,EX,34.1,-80.8,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200919,0,,TS,25.2,-92.3,50,1000,150,40,40,90,80,0,0,50,0,0,0,0,
AL222020,BETA,34,20200919,600,,TS,25.8,-92.3,50,996,150,40,40,90,80,0,0,50,0,0,0,0,
AL222020,BETA,34,20200919,1200,,TS,26.4,-92.4,50,994,150,40,40,90,60,0,0,50,0,0,0,0,
AL222020,BETA,34,20200919,1800,,TS,26.6,-92.2,50,995,150,40,40,140,60,0,0,50,0,0,0,0,
AL222020,BETA,34,20200920,0,,TS,26.8,-92.1,50,997,160,40,40,140,80,0,0,0,0,0,0,0,
AL222020,BETA,34,20200920,600,,TS,26.9,-92.5,50,998,170,30,40,140,80,0,0,0,0,0,0,0,
AL222020,BETA,34,20200920,1200,,TS,27.1,-92.8,50,996,170,30,40,140,80,0,0,0,0,0,0,0,
AL222020,BETA,34,20200920,1800,,TS,27.5,-93.6,55,996,170,30,40,140,80,0,0,0,0,0,0,0,
AL222020,BETA,34,20200921,0,,TS,27.5,-94.1,50,993,170,30,40,130,80,0,0,0,0,0,0,0,
AL222020,BETA,34,20200921,600,,TS,27.6,-94.8,45,995,150,0,40,120,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200921,1200,,TS,27.8,-95.5,45,997,150,0,40,120,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200921,1800,,TS,28.1,-96.0,40,999,150,0,40,80,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200922,0,,TS,28.3,-96.3,45,998,110,0,40,60,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200922,245,L,TS,28.4,-96.4,45,997,110,0,40,60,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200922,600,,TS,28.6,-96.6,40,999,90,40,30,40,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200922,1200,,TS,28.8,-96.8,35,1002,90,50,20,30,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200922,1800,,TD,28.9,-96.5,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200923,0,,EX,29.0,-95.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200923,600,,EX,29.4,-95.4,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200923,1200,,EX,30.0,-94.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200923,1800,,EX,30.3,-93.8,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200924,0,,EX,30.8,-92.4,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200924,600,,EX,31.6,-91.5,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200924,1200,,EX,32.4,-90.6,25,1003,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200924,1800,,EX,33.0,-89.1,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200925,0,,EX,33.6,-87.6,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL222020,BETA,34,20200925,600,,EX,34.1,-86.5,15,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL262020,DELTA,31,20201008,1800,,HU,24.5,-93.1,100,960,140,130,80,110,50,40,40,50,30,25,20,25,
AL262020,DELTA,31,20201009,0,,HU,25.3,-93.5,105,953,140,130,80,110,50,40,40,50,35,30,25,25,
AL262020,DELTA,31,20201009,600,,HU,26.3,-93.7,105,953,140,130,80,110,50,40,40,50,35,30,25,25,
AL262020,DELTA,31,20201009,1200,,HU,27.5,-93.8,100,958,140,130,80,110,50,40,40,50,35,30,25,25,
AL262020,DELTA,31,20201009,1800,,HU,28.7,-93.6,90,966,140,140,80,110,50,40,40,50,35,30,25,25,
AL262020,DELTA,31,20201009,2300,L,HU,29.8,-93.1,85,970,140,140,80,110,50,40,40,50,35,30,25,25,15.0
AL262020,DELTA,31,20201010,0,,HU,30.1,-92.9,75,971,120,140,80,100,40,40,40,40,20,20,20,20,
AL262020,DELTA,31,20201010,600,,TS,31.4,-92.2,50,985,90,120,60,90,0,40,0,0,0,0,0,0,
AL262020,DELTA,31,20201010,1200,,TS,32.5,-91.4,35,993,60,60,0,0,0,0,0,0,0,0,0,0,
AL262020,DELTA,31,20201010,1800,,EX,33.3,-90.6,25,998,0,0,0,0,0,0,0,0,0,0,0,0,
AL262020,DELTA,31,20201011,0,,EX,33.9,-89.6,25,1002,0,0,0,0,0,0,0,0,0,0,0,0,
AL262020,DELTA,31,20201011,600,,EX,34.4,-88.6,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,
AL262020,DELTA,31,20201011,1200,,EX,34.8,-87.5,20,1005,0,0,0,0,0,0,0,0,0,0,0,0,
AL262020,DELTA,31,20201011,1800,,EX,35.1,-86.3,20,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL282020,ZETA,25,20201028,600,,HU,24.4,-91.5,65,984,120,130,40,60,60,60,20,20,30,30,0,0,
AL282020,ZETA,25,20201028,1200,,HU,26.0,-91.7,80,978,120,130,40,60,60,60,20,20,30,30,0,0,
AL282020,ZETA,25,20201028,1800,,HU,28.0,-91.1,95,973,130,130,40,60,70,70,20,20,30,30,0,0,
AL282020,ZETA,25,20201028,2100,L,HU,29.2,-90.6,100,970,130,130,40,60,70,70,20,20,35,35,0,0,20.0
AL282020,ZETA,25,20201029,0,,HU,30.2,-89.9,85,973,90,130,40,30,70,70,20,20,40,40,0,0,
AL282020,ZETA,25,20201029,600,,TS,32.8,-87.5,60,986,70,150,40,0,0,50,0,0,0,0,0,0,
AL282020,ZETA,25,20201029,1200,,TS,35.3,-83.6,45,990,70,180,60,0,0,0,0,0,0,0,0,0,
AL282020,ZETA,25,20201029,1800,,EX,37.8,-78.2,45,992,0,270,0,0,0,0,0,0,0,0,0,0,
AL282020,ZETA,25,20201030,0,,EX,39.5,-71.7,45,993,0,270,290,180,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201108,1800,,TS,23.5,-79.2,55,993,180,100,30,140,40,40,0,30,0,0,0,0,
AL292020,ETA,58,20201109,0,,TS,24.5,-80.1,55,993,220,100,30,140,40,40,0,30,0,0,0,0,
AL292020,ETA,58,20201109,400,L,TS,24.9,-80.7,55,993,220,100,30,140,40,40,0,30,0,0,0,0,
AL292020,ETA,58,20201109,600,,TS,25.0,-81.4,55,992,160,60,30,140,40,40,0,30,0,0,0,0,
AL292020,ETA,58,20201109,1200,,TS,24.9,-82.9,50,992,140,40,30,120,30,20,0,10,0,0,0,0,
AL292020,ETA,58,20201109,1800,,TS,24.2,-84.1,45,995,120,40,30,100,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201111,600,,TS,24.5,-84.2,60,987,100,100,40,40,60,30,0,0,0,0,0,0,
AL292020,ETA,58,20201111,1200,,HU,25.8,-83.9,65,983,100,100,40,40,70,50,0,0,50,0,0,0,
AL292020,ETA,58,20201111,1800,,TS,26.8,-83.7,60,990,100,100,30,90,40,40,0,0,0,0,0,0,
AL292020,ETA,58,20201112,0,,TS,27.9,-83.5,55,992,100,100,30,90,40,40,0,0,0,0,0,0,
AL292020,ETA,58,20201112,600,,TS,28.7,-83.2,50,994,90,100,20,60,30,30,0,0,0,0,0,0,
AL292020,ETA,58,20201112,920,L,TS,29.2,-82.9,45,996,60,100,40,60,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201112,1200,,TS,29.7,-82.5,40,1001,60,100,40,60,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201112,1800,,TS,30.9,-81.3,35,1003,60,100,20,60,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201113,0,,TS,31.9,-79.9,40,1004,60,100,0,60,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201113,600,,TS,32.7,-78.0,40,1004,60,100,0,60,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201113,1200,,EX,34.0,-75.3,40,1004,60,100,0,60,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201113,1800,,EX,35.1,-72.5,40,1005,60,100,0,60,0,0,0,0,0,0,0,0,
AL292020,ETA,58,20201114,0,,EX,35.7,-69.2,35,1006,60,100,0,60,0,0,0,0,0,0,0,0,
AL022021,BILL,10,20210613,1800,,LO,31.9,-78.1,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,60.0
AL022021,BILL,10,20210614,0,,LO,32.5,-77.1,20,1007,0,0,0,0,0,0,0,0,0,0,0,0,40.0
AL022021,BILL,10,20210614,600,,TD,33.2,-75.9,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,40.0
AL022021,BILL,10,20210614,1200,,TD,34.0,-74.5,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,35.0
AL022021,BILL,10,20210614,1800,,TS,34.9,-72.8,35,1003,0,60,0,0,0,0,0,0,0,0,0,0,35.0
AL022021,BILL,10,20210615,0,,TS,36.0,-70.8,40,1000,0,80,0,0,0,0,0,0,0,0,0,0,35.0
AL022021,BILL,10,20210615,600,,TS,37.6,-67.8,50,996,40,80,0,0,0,40,0,0,0,0,0,0,30.0
AL032021,CLAUDETTE,23,20210618,600,,DB,24.6,-91.4,35,1007,150,150,0,0,0,0,0,0,0,0,0,0,130.0
AL032021,CLAUDETTE,23,20210618,1200,,DB,25.9,-91.2,35,1007,150,150,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210618,1800,,DB,27.2,-91.1,40,1006,180,180,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210619,0,,TS,28.4,-91.2,40,1005,180,180,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210619,430,L,TS,29.2,-91.0,40,1003,180,180,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210619,600,,TS,29.5,-90.8,40,1003,180,180,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210619,1200,,TS,30.6,-89.9,35,1004,0,180,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210619,1800,,TD,31.5,-88.8,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210620,0,,TD,32.4,-87.8,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210620,600,,TD,33.1,-86.5,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210620,1200,,TD,33.5,-84.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210620,1800,,TD,33.8,-83.1,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210621,0,,TD,34.2,-81.2,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,120.0
AL032021,CLAUDETTE,23,20210621,600,,TS,35.0,-79.1,40,1006,0,110,0,0,0,0,0,0,0,0,0,0,110.0
AL032021,CLAUDETTE,23,20210621,1200,,TS,36.0,-76.5,40,1005,0,130,0,0,0,0,0,0,0,0,0,0,110.0
AL032021,CLAUDETTE,23,20210621,1800,,TS,37.0,-73.5,40,1004,0,130,0,0,0,0,0,0,0,0,0,0,110.0
AL032021,CLAUDETTE,23,20210622,0,,TS,38.4,-70.7,40,1004,0,150,0,0,0,0,0,0,0,0,0,0,100.0
AL032021,CLAUDETTE,23,20210622,600,,EX,39.7,-67.8,40,1004,0,170,120,0,0,0,0,0,0,0,0,0,100.0
AL032021,CLAUDETTE,23,20210622,1200,,EX,41.2,-65.2,40,1004,0,170,120,0,0,0,0,0,0,0,0,0,100.0
AL042021,DANNY,7,20210627,1800,,TD,29.8,-72.8,30,1013,0,0,0,0,0,0,0,0,0,0,0,0,40.0
AL042021,DANNY,7,20210628,0,,TD,30.1,-74.5,30,1013,0,0,0,0,0,0,0,0,0,0,0,0,40.0
AL042021,DANNY,7,20210628,600,,TS,30.7,-76.1,35,1011,40,0,0,30,0,0,0,0,0,0,0,0,40.0
AL042021,DANNY,7,20210628,1200,,TS,31.5,-77.6,35,1011,40,0,30,30,0,0,0,0,0,0,0,0,30.0
AL042021,DANNY,7,20210628,1800,,TS,32.0,-79.5,40,1009,40,0,30,30,0,0,0,0,0,0,0,0,30.0
AL042021,DANNY,7,20210628,2320,L,TS,32.3,-80.5,35,1010,40,0,0,0,0,0,0,0,0,0,0,0,30.0
AL042021,DANNY,7,20210629,0,,TD,32.4,-80.7,30,1011,0,0,0,0,0,0,0,0,0,0,0,0,30.0
AL052021,ELSA,43,20210706,600,,TS,23.7,-82.4,50,1005,60,50,0,50,30,0,0,0,0,0,0,0,20.0
AL052021,ELSA,43,20210706,1200,,TS,24.6,-82.7,55,1003,60,60,0,50,30,0,0,0,0,0,0,0,20.0
AL052021,ELSA,43,20210706,1800,,TS,25.5,-82.9,60,997,70,70,0,60,30,40,0,20,0,0,0,0,20.0
AL052021,ELSA,43,20210707,0,,HU,26.6,-83.2,65,996,70,80,0,60,30,40,0,20,20,0,0,0,20.0
AL052021,ELSA,43,20210707,600,,TS,27.8,-83.5,55,998,70,80,0,60,30,30,0,0,0,0,0,0,20.0
AL052021,ELSA,43,20210707,1200,,TS,29.1,-83.6,55,999,70,80,0,50,30,30,0,0,0,0,0,0,25.0
AL052021,ELSA,43,20210707,1430,L,TS,29.8,-83.5,55,1000,70,80,0,50,30,30,0,0,0,0,0,0,25.0
AL052021,ELSA,43,20210707,1800,,TS,30.3,-83.4,45,1002,60,60,0,30,0,0,0,0,0,0,0,0,40.0
AL052021,ELSA,43,20210708,0,,TS,31.5,-82.7,45,1005,0,100,0,0,0,0,0,0,0,0,0,0,60.0
AL052021,ELSA,43,20210708,600,,TS,32.8,-81.8,40,1006,0,100,0,0,0,0,0,0,0,0,0,0,75.0
AL052021,ELSA,43,20210708,1200,,TS,34.2,-80.5,40,1006,0,120,0,0,0,0,0,0,0,0,0,0,90.0
AL052021,ELSA,43,20210708,1800,,TS,35.5,-79.0,45,1004,0,140,0,0,0,0,0,0,0,0,0,0,90.0
AL052021,ELSA,43,20210709,0,,TS,36.8,-77.4,45,1003,0,140,0,0,0,0,0,0,0,0,0,0,90.0
AL052021,ELSA,43,20210709,600,,TS,38.4,-75.5,50,1001,70,140,0,0,0,80,0,0,0,0,0,0,75.0
AL052021,ELSA,43,20210709,1200,,TS,40.3,-73.1,50,999,70,140,0,0,0,80,0,0,0,0,0,0,70.0
AL052021,ELSA,43,20210709,1500,L,TS,40.9,-72.3,50,999,70,140,0,0,0,80,0,0,0,0,0,0,70.0
AL052021,ELSA,43,20210709,1630,L,TS,41.4,-71.7,50,999,70,140,0,0,0,80,0,0,0,0,0,0,70.0
AL052021,ELSA,43,20210709,1800,,EX,42.0,-71.0,45,999,70,120,0,0,0,0,0,0,0,0,0,0,70.0
AL052021,ELSA,43,20210710,0,,EX,44.0,-68.3,40,997,70,120,0,0,0,0,0,0,0,0,0,0,70.0
AL052021,ELSA,43,20210710,600,,EX,46.8,-64.4,35,999,70,120,0,0,0,0,0,0,0,0,0,0,70.0
AL062021,FRED,45,20210815,0,,DB,24.1,-84.1,35,1011,130,0,0,0,0,0,0,0,0,0,0,0,60.0
AL062021,FRED,45,20210815,600,,DB,25.0,-84.4,35,1010,110,0,0,0,0,0,0,0,0,0,0,0,60.0
AL062021,FRED,45,20210815,1200,,TS,25.7,-84.7,35,1008,90,0,0,0,0,0,0,0,0,0,0,0,60.0
AL062021,FRED,45,20210815,1800,,TS,26.4,-85.2,40,1005,80,60,0,0,0,0,0,0,0,0,0,0,60.0
AL062021,FRED,45,20210816,0,,TS,27.0,-85.8,50,999,80,60,0,0,40,30,0,0,0,0,0,0,60.0
AL062021,FRED,45,20210816,600,,TS,27.8,-85.9,50,996,90,80,0,0,40,40,0,0,0,0,0,0,50.0
AL062021,FRED,45,20210816,1200,,TS,28.7,-85.7,50,993,100,100,30,40,50,50,0,20,0,0,0,0,40.0
AL062021,FRED,45,20210816,1800,,TS,29.5,-85.4,55,991,100,100,30,40,50,50,0,20,0,0,0,0,30.0
AL062021,FRED,45,20210816,1900,L,TS,29.7,-85.4,55,991,100,100,30,40,50,50,0,20,0,0,0,0,30.0
AL062021,FRED,45,20210817,0,,TS,30.6,-85.4,45,998,60,80,20,40,0,0,0,0,0,0,0,0,30.0
AL062021,FRED,45,20210817,600,,TS,31.7,-85.4,35,1004,40,30,0,0,0,0,0,0,0,0,0,0,50.0
AL062021,FRED,45,20210817,1200,,TD,32.8,-85.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,60.0
AL062021,FRED,45,20210817,1800,,TD,34.0,-84.7,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,70.0
AL062021,FRED,45,20210818,0,,LO,35.9,-83.6,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,70.0
AL062021,FRED,45,20210818,600,,LO,37.7,-82.3,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,80.0
AL062021,FRED,45,20210818,1200,,LO,39.2,-81.1,20,1011,0,0,0,0,0,0,0,0,0,0,0,0,90.0
AL062021,FRED,45,20210818,1800,,LO,40.4,-79.7,20,1013,0,0,0,0,0,0,0,0,0,0,0,0,100.0
AL062021,FRED,45,20210819,0,,EX,41.2,-78.2,20,1012,0,0,0,0,0,0,0,0,0,0,0,0,100.0
AL062021,FRED,45,20210819,600,,EX,41.9,-76.7,20,1011,0,0,0,0,0,0,0,0,0,0,0,0,100.0
AL062021,FRED,45,20210819,1200,,EX,42.4,-75.1,20,1011,0,0,0,0,0,0,0,0,0,0,0,0,100.0
AL062021,FRED,45,20210819,1800,,EX,42.7,-73.5,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,100.0
AL062021,FRED,45,20210820,0,,EX,42.7,-72.2,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,100.0
AL062021,FRED,45,20210820,600,,EX,42.6,-71.0,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,100.0
AL082021,HENRI,42,20210819,1200,,TS,29.5,-70.0,60,995,70,70,40,70,40,40,0,20,0,0,0,0,25.0
AL082021,HENRI,42,20210819,1800,,TS,29.6,-71.0,55,999,80,70,40,70,40,40,0,0,0,0,0,0,25.0
